x y z
0.632267 -0.0889664 0.432095
0.611365 -0.0782561 0.443158
0.574709 -0.0852916 0.444078
0.54987 -0.0781469 0.439496
0.518069 -0.073537 0.435965
0.557781 -0.136951 0.437612
0.55191 -0.132087 0.471345
0.570421 -0.11626 0.472284
0.57983 -0.112177 0.451218
0.575421 -0.153797 0.437716
0.575216 -0.151713 0.473725
0.590943 -0.129958 0.474333
0.59592 -0.126505 0.449028
0.59438 -0.161316 0.436704
0.598122 -0.165958 0.473125
0.609542 -0.143081 0.472644
0.610371 -0.136403 0.452378
0.618539 -0.160305 0.445032
0.622607 -0.180977 0.454472
0.625112 -0.195469 0.460851
0.629484 -0.214902 0.465778
