x y z
0.730109 0.217064 0.564268
0.730313 0.20225 0.585774
0.714752 0.22368 0.638392
0.71121 0.216728 0.64926
0.707369 0.246577 0.66609
0.756275 0.256176 0.643177
0.745957 0.253431 0.674863
0.725527 0.241094 0.680554
0.707662 0.227562 0.667916
0.751385 0.27682 0.628381
0.754553 0.300377 0.65304
0.742646 0.311482 0.675309
0.726611 0.323502 0.697923
0.739642 0.288237 0.611155
0.731688 0.310286 0.628464
0.71805 0.32636 0.645802
0.69935 0.339216 0.663297
0.725742 0.293667 0.592708
0.716748 0.313326 0.603916
0.704089 0.323067 0.612094
0.686751 0.33428 0.627049
