x y z
0.725292 -0.141391 0.222693
0.744647 -0.147735 0.212687
0.767216 -0.176548 0.210351
0.753317 -0.193141 0.197683
0.730676 -0.209078 0.188774
0.76251 -0.215306 0.24181
0.769311 -0.231526 0.211782
0.761538 -0.212544 0.200501
0.757745 -0.199844 0.217392
0.738438 -0.219577 0.246424
0.741234 -0.236284 0.211956
0.739516 -0.212867 0.201482
0.736129 -0.197025 0.220365
0.717182 -0.218036 0.243808
0.716343 -0.234867 0.21128
0.720189 -0.211012 0.202496
0.720032 -0.198188 0.217446
0.698658 -0.211539 0.236835
0.696405 -0.222119 0.210302
0.701417 -0.206157 0.202682
0.703349 -0.192233 0.216978
