x y z
0.576073 0.154703 0.332889
0.588861 0.1761 0.325103
0.596297 0.22249 0.360637
0.6052 0.232387 0.359305
0.592329 0.246704 0.387912
0.545179 0.236214 0.361915
0.560167 0.264461 0.371685
0.58441 0.265375 0.375354
0.604313 0.249206 0.373245
0.533458 0.219961 0.378269
0.520526 0.243805 0.399179
0.526451 0.262058 0.418997
0.535003 0.279596 0.442068
0.532309 0.199988 0.391104
0.527531 0.214027 0.416185
0.530821 0.226905 0.440025
0.540005 0.2388 0.464421
0.53634 0.178509 0.400347
0.532805 0.186467 0.423088
0.537746 0.190933 0.439751
0.546486 0.200761 0.461591
