x y z
0.631874 -0.203342 0.414895
0.616782 -0.191446 0.432579
0.604675 -0.2161 0.484691
0.600102 -0.210001 0.495687
0.600036 -0.240581 0.51162
0.575168 -0.255417 0.465032
0.565428 -0.254789 0.497012
0.57625 -0.239978 0.513307
0.594884 -0.222238 0.513037
0.591535 -0.273036 0.455509
0.58019 -0.299564 0.473963
0.579782 -0.3111 0.499018
0.582707 -0.322883 0.526687
0.612885 -0.280189 0.447893
0.614275 -0.302504 0.466578
0.619011 -0.318025 0.488525
0.627089 -0.329568 0.513475
0.635422 -0.280976 0.440514
0.640532 -0.30005 0.454764
0.648239 -0.308442 0.468627
0.656282 -0.318302 0.49072
