x y z
0.724987 -0.166552 0.466218
0.740922 -0.14306 0.465775
0.755644 -0.120259 0.486593
0.758294 -0.0982373 0.494657
0.760447 -0.0705508 0.500807
0.764919 -0.14105 0.530282
0.783226 -0.134068 0.554553
0.793101 -0.125154 0.572104
0.807095 -0.121525 0.590705
0.763179 -0.162759 0.53545
0.779367 -0.170412 0.562934
0.789195 -0.172046 0.583761
0.797972 -0.175637 0.607426
0.75752 -0.184174 0.539369
0.788684 -0.189273 0.527672
0.779955 -0.183522 0.505161
0.760241 -0.178223 0.508206
0.752279 -0.201708 0.53168
0.774873 -0.211761 0.520085
0.773535 -0.20716 0.503743
0.756409 -0.197961 0.501983
