x y z
0.689235 0.17326 0.293769
0.666268 0.168185 0.276283
0.635949 0.186299 0.274132
0.609975 0.185853 0.268288
0.57963 0.18479 0.261216
0.63622 0.234095 0.29067
0.61314 0.255105 0.28898
0.592754 0.271627 0.290544
0.57541 0.284148 0.288988
0.655089 0.244592 0.297211
0.641208 0.275451 0.301796
0.630485 0.298123 0.301693
0.617026 0.323919 0.303247
0.676438 0.248705 0.300574
0.675041 0.279083 0.307373
0.673573 0.301965 0.312496
0.671672 0.327867 0.318455
0.698583 0.246829 0.300855
0.704844 0.267496 0.304819
0.712353 0.283241 0.309258
0.720909 0.301758 0.310202
