x y z
0.673185 0.13391 0.177358
0.657386 0.134688 0.192778
0.638288 0.146429 0.22372
0.627363 0.140759 0.246535
0.619476 0.13485 0.2739
0.658754 0.194589 0.240055
0.628567 0.211304 0.23098
0.624648 0.193505 0.213985
0.643584 0.177528 0.214348
0.671749 0.205908 0.222967
0.640347 0.221193 0.211552
0.635733 0.199894 0.197913
0.655417 0.184526 0.202643
0.681746 0.211483 0.205821
0.65381 0.225702 0.18984
0.649589 0.201715 0.18063
0.667243 0.189977 0.189323
0.690047 0.211713 0.185132
0.669342 0.220596 0.168658
0.663325 0.204466 0.163697
0.674956 0.190315 0.171009
