x y z
0.705948 0.0827945 0.42536
0.731062 0.0839838 0.432424
0.762284 0.0354884 0.444398
0.775605 0.0343083 0.444805
0.771581 0.00111492 0.453231
0.735738 0.023056 0.488486
0.76412 0.00582039 0.492413
0.781113 0.00511559 0.474729
0.784232 0.0153011 0.451308
0.713462 0.0122337 0.481026
0.717314 -0.017229 0.498059
0.730697 -0.0413424 0.498706
0.74487 -0.0678873 0.495966
0.696625 0.00731059 0.464987
0.698687 -0.0215108 0.468739
0.705813 -0.0477645 0.466511
0.716293 -0.07345 0.45934
0.682993 0.00689594 0.44557
0.682118 -0.0174395 0.445417
0.68581 -0.0338464 0.439158
0.694988 -0.0564846 0.431858
