x y z
0.730442 -0.182283 0.269279
0.745858 -0.190487 0.282808
0.762966 -0.214789 0.306822
0.774326 -0.219049 0.329731
0.782663 -0.224328 0.357092
0.736221 -0.262629 0.305777
0.764044 -0.278659 0.290223
0.770417 -0.256612 0.28051
0.753733 -0.239572 0.287237
0.722017 -0.265383 0.286293
0.751253 -0.279406 0.269013
0.758742 -0.255402 0.263651
0.741196 -0.24039 0.27427
0.711537 -0.263173 0.268678
0.737519 -0.274146 0.247642
0.744928 -0.249185 0.247387
0.728882 -0.239202 0.260343
0.703471 -0.254965 0.249584
0.722987 -0.259915 0.230256
0.731109 -0.243968 0.231114
0.721363 -0.232015 0.243407
