x y z
0.705193 -0.0330592 0.273271
0.72172 -0.0459756 0.254139
0.740976 -0.0739207 0.249863
0.76175 -0.0843543 0.245792
0.787704 -0.0937192 0.238887
0.724597 -0.11013 0.278978
0.728391 -0.141078 0.279889
0.73586 -0.161731 0.28152
0.737174 -0.185216 0.28283
0.705659 -0.110226 0.290908
0.696963 -0.140419 0.30033
0.69507 -0.162212 0.30771
0.692098 -0.185206 0.318315
0.688126 -0.106867 0.304595
0.671347 -0.117831 0.277535
0.676477 -0.0959952 0.26691
0.688417 -0.0860532 0.280497
0.672454 -0.0955677 0.309144
0.653927 -0.100416 0.289669
0.656381 -0.087877 0.27841
0.670423 -0.0765031 0.285789
