x y z
0.640292 0.192532 0.214715
0.61438 0.186684 0.202332
0.583205 0.202305 0.208344
0.556672 0.200067 0.208313
0.525656 0.196928 0.207996
0.583971 0.248802 0.22823
0.559742 0.267877 0.233339
0.539165 0.282506 0.240659
0.521114 0.293609 0.243956
0.603077 0.260398 0.231306
0.588539 0.289635 0.241299
0.576569 0.311293 0.245379
0.562101 0.335723 0.251923
0.62431 0.266056 0.230234
0.622438 0.295715 0.239607
0.620624 0.31802 0.24676
0.618374 0.343239 0.255064
0.646028 0.266021 0.225506
0.651616 0.286842 0.22966
0.658855 0.302843 0.233605
0.666141 0.321912 0.234147
