x y z
0.736171 -0.116554 0.46676
0.721238 -0.13919 0.458355
0.716738 -0.172394 0.46523
0.717499 -0.195142 0.45899
0.717764 -0.221309 0.447844
0.727952 -0.181384 0.512352
0.722031 -0.204567 0.532363
0.720701 -0.22362 0.543327
0.716228 -0.23999 0.559668
0.732175 -0.166222 0.528267
0.729831 -0.178805 0.558469
0.73017 -0.191099 0.578007
0.732736 -0.203081 0.600365
0.739364 -0.149661 0.541685
0.706325 -0.146939 0.547605
0.704184 -0.137332 0.524821
0.723136 -0.138386 0.516714
0.741014 -0.130096 0.5446
0.715808 -0.121322 0.550406
0.709756 -0.115922 0.535432
0.724203 -0.118178 0.522501
