x y z
0.736442 0.16579 0.337968
0.757258 0.177298 0.332033
0.755279 0.213007 0.349178
0.750894 0.210017 0.367089
0.736328 0.194 0.384186
0.735025 0.243037 0.340578
0.735622 0.277295 0.34996
0.737893 0.301445 0.355217
0.739484 0.322975 0.361769
0.712381 0.242583 0.350925
0.739548 0.25016 0.375144
0.749594 0.224927 0.369539
0.736803 0.220632 0.352571
0.701305 0.231443 0.364275
0.725134 0.233489 0.390996
0.735855 0.21204 0.380271
0.722387 0.204252 0.367466
0.693957 0.215723 0.37727
0.712456 0.214857 0.396841
0.722799 0.201191 0.391621
0.710012 0.196021 0.377522
