x y z
0.804535 0.0457916 0.638079
0.793353 0.028025 0.646699
0.790291 0.00885827 0.677816
0.779196 0.0253464 0.693115
0.772465 0.0501497 0.706734
0.823215 0.0152271 0.715091
0.793298 0.0124637 0.732652
0.782019 0.0190261 0.713217
0.798733 0.0201711 0.699787
0.8297 0.0391966 0.716643
0.795663 0.0407919 0.734361
0.784609 0.040821 0.711149
0.80318 0.0410819 0.694594
0.828589 0.0603078 0.71289
0.796755 0.065374 0.730296
0.786967 0.0597126 0.707206
0.801478 0.0573868 0.69409
0.82278 0.0785192 0.704607
0.796829 0.0838754 0.715508
0.788364 0.0778006 0.70036
0.802037 0.073337 0.686391
