x y z
0.755873 0.22288 0.318133
0.751489 0.225991 0.340181
0.750159 0.252664 0.365317
0.730309 0.266026 0.357806
0.711245 0.279936 0.340803
0.76889 0.298098 0.355373
0.739831 0.306214 0.372715
0.731203 0.285275 0.366788
0.748361 0.277245 0.356683
0.764416 0.304081 0.331641
0.729873 0.311691 0.346603
0.724934 0.286477 0.345687
0.744759 0.275882 0.335023
0.755503 0.302569 0.312167
0.721545 0.310885 0.323108
0.720052 0.285499 0.326893
0.736624 0.276763 0.320808
0.744574 0.295102 0.296079
0.717074 0.298881 0.303185
0.715259 0.281393 0.308558
0.73215 0.27137 0.304532
