x y z
0.761706 -0.0421518 0.464736
0.752135 -0.0451959 0.488676
0.730134 -0.0698743 0.506024
0.708259 -0.0757271 0.519299
0.683148 -0.0874107 0.53597
0.729144 -0.121469 0.487748
0.746827 -0.125086 0.517247
0.755378 -0.102384 0.514906
0.746155 -0.0911597 0.496522
0.745903 -0.126879 0.470869
0.769744 -0.130314 0.497717
0.774499 -0.103932 0.499254
0.759584 -0.0948881 0.479947
0.760114 -0.123528 0.456592
0.788818 -0.130745 0.478637
0.789611 -0.105435 0.482215
0.774422 -0.0964623 0.470182
0.78175 -0.111614 0.449965
0.796852 -0.128475 0.445421
0.807044 -0.140437 0.442252
0.818915 -0.155449 0.434855
