x y z
0.74842 -0.0800447 0.403096
0.732141 -0.0880638 0.390498
0.71296 -0.112579 0.368338
0.700629 -0.11737 0.346045
0.69111 -0.123573 0.31927
0.737118 -0.16171 0.371095
0.70901 -0.175357 0.38832
0.704158 -0.152524 0.397043
0.721499 -0.1368 0.388916
0.751797 -0.164245 0.390255
0.722444 -0.175725 0.409138
0.716438 -0.151101 0.413449
0.734401 -0.137647 0.401519
0.762964 -0.161721 0.407399
0.737147 -0.170147 0.429771
0.731101 -0.144834 0.428931
0.747218 -0.13643 0.414981
0.772093 -0.153005 0.425776
0.752995 -0.155871 0.445927
0.745717 -0.139563 0.444475
0.755675 -0.128813 0.431274
