x y z
0.724559 0.13513 0.353885
0.702707 0.13348 0.367805
0.690128 0.147434 0.400071
0.680965 0.144151 0.424448
0.669187 0.144927 0.454543
0.709871 0.195505 0.41729
0.677911 0.204424 0.407543
0.678065 0.1867 0.390815
0.697402 0.17351 0.391877
0.723799 0.207426 0.4012
0.693395 0.218588 0.385326
0.690265 0.195889 0.371328
0.711548 0.182613 0.378239
0.735333 0.210183 0.384576
0.708944 0.226848 0.364881
0.704514 0.203579 0.355241
0.718682 0.190002 0.363661
0.737805 0.207522 0.359262
0.740217 0.228975 0.351079
0.741964 0.243997 0.34576
0.747682 0.262628 0.339343
