x y z
0.670132 0.163071 0.179698
0.688961 0.168487 0.194434
0.684761 0.206769 0.203915
0.667178 0.208821 0.209884
0.641181 0.200339 0.206249
0.690335 0.237577 0.183772
0.693281 0.272214 0.191096
0.697396 0.295951 0.197064
0.699338 0.317619 0.203041
0.67031 0.244057 0.170468
0.666865 0.251192 0.206789
0.668984 0.223846 0.210875
0.674882 0.218545 0.190698
0.65057 0.238676 0.167945
0.641755 0.241777 0.202567
0.64948 0.216754 0.204609
0.65063 0.209194 0.185967
0.631649 0.228094 0.16812
0.625022 0.227899 0.194235
0.630431 0.211603 0.199354
0.633753 0.206112 0.180705
