x y z
0.677578 -0.0263069 0.401383
0.699257 -0.00667803 0.403305
0.71631 0.00435806 0.432277
0.729845 0.0239562 0.444182
0.745718 0.0471913 0.457605
0.715339 -0.0259411 0.472762
0.730482 -0.0222412 0.499854
0.740512 -0.0174632 0.523678
0.751192 -0.0125745 0.541623
0.706421 -0.0466581 0.472234
0.715824 -0.0559489 0.503718
0.726027 -0.062589 0.525646
0.736539 -0.0690893 0.552032
0.69769 -0.0652915 0.464452
0.70092 -0.0835862 0.489469
0.703486 -0.0970514 0.508551
0.706325 -0.112103 0.530354
0.68972 -0.0808179 0.450689
0.690178 -0.0987627 0.463329
0.688364 -0.114422 0.472019
0.690168 -0.132889 0.480546
