x y z
0.590756 0.155234 0.249929
0.568685 0.141053 0.239077
0.534892 0.137203 0.242711
0.515921 0.123959 0.247367
0.495123 0.105017 0.251572
0.515398 0.178069 0.262128
0.486622 0.189941 0.264131
0.465461 0.194277 0.268421
0.444417 0.204768 0.269865
0.525723 0.197679 0.265263
0.504596 0.222334 0.26993
0.487548 0.236825 0.275621
0.470499 0.253927 0.283799
0.538805 0.215177 0.270618
0.531475 0.223898 0.238929
0.546561 0.205603 0.231603
0.552627 0.196312 0.249006
0.556411 0.224095 0.268495
0.556621 0.234114 0.243087
0.564554 0.222114 0.233973
0.569835 0.208189 0.246591
