x y z
0.621812 -0.0378366 0.630745
0.623567 -0.0145553 0.642098
0.599824 0.00996054 0.65724
0.588898 0.0338143 0.658018
0.573128 0.0616031 0.662925
0.553154 -0.00872875 0.678909
0.570962 -0.000409361 0.707364
0.591824 -0.00518751 0.695704
0.588487 -0.0105075 0.673131
0.551456 -0.0329983 0.680671
0.57164 -0.0308035 0.710484
0.594772 -0.0297415 0.696891
0.586427 -0.0320517 0.672355
0.556059 -0.0525733 0.677117
0.574108 -0.0576257 0.708909
0.595113 -0.0525053 0.69525
0.589338 -0.0494572 0.674919
0.573996 -0.0707827 0.676277
0.567423 -0.0865414 0.691816
0.562504 -0.0973213 0.702614
0.554545 -0.112648 0.713693
