x y z
0.593956 0.311581 0.380814
0.609886 0.310409 0.396074
0.631466 0.320469 0.425959
0.655014 0.325009 0.435802
0.680976 0.334416 0.444941
0.607201 0.361998 0.452255
0.600599 0.341204 0.480486
0.600443 0.321589 0.465116
0.604072 0.329373 0.441873
0.583666 0.364467 0.446869
0.576649 0.340862 0.474137
0.581271 0.321606 0.45774
0.58743 0.332843 0.43579
0.564575 0.362768 0.439275
0.553753 0.338366 0.462198
0.563069 0.321186 0.444992
0.570563 0.334756 0.428119
0.546737 0.355786 0.427871
0.53638 0.334236 0.44227
0.544595 0.321229 0.433087
0.554569 0.328879 0.417889
