x y z
0.648491 -0.102072 0.579585
0.658886 -0.117028 0.567084
0.68155 -0.146446 0.558091
0.701246 -0.155815 0.544079
0.726117 -0.16441 0.531687
0.695297 -0.173014 0.604027
0.676161 -0.201462 0.59415
0.661605 -0.186187 0.58089
0.669356 -0.162843 0.583887
0.680756 -0.168071 0.622819
0.659284 -0.195576 0.611312
0.648266 -0.179181 0.594855
0.660284 -0.157066 0.598389
0.666229 -0.160853 0.635542
0.641483 -0.18409 0.626286
0.635193 -0.166787 0.607873
0.649904 -0.149711 0.611997
0.64868 -0.149826 0.643753
0.626178 -0.164519 0.63622
0.622281 -0.155239 0.621398
0.634447 -0.139817 0.619624
