x y z
0.56986 0.136536 0.603315
0.546867 0.125345 0.588995
0.512784 0.134432 0.591785
0.48735 0.126868 0.589584
0.457746 0.117508 0.58675
0.502432 0.180465 0.61
0.474516 0.194326 0.612357
0.450853 0.204612 0.617383
0.430722 0.211886 0.618741
0.518474 0.195743 0.614271
0.497537 0.221601 0.621952
0.481157 0.240455 0.624231
0.461562 0.261562 0.628654
0.538153 0.205563 0.614803
0.529546 0.234389 0.622924
0.522666 0.255988 0.629102
0.514674 0.280371 0.636284
0.559774 0.209843 0.611937
0.560685 0.231435 0.615808
0.564188 0.248637 0.619782
0.567431 0.268793 0.620262
