x y z
0.726933 0.257028 0.46617
0.738215 0.248475 0.483907
0.754293 0.259164 0.515087
0.734677 0.266371 0.528953
0.709413 0.278427 0.536853
0.762733 0.307754 0.524129
0.752452 0.296554 0.555431
0.741644 0.278718 0.544797
0.74774 0.282595 0.524577
0.743858 0.32139 0.515365
0.727873 0.308842 0.547953
0.723056 0.286617 0.535959
0.73074 0.289569 0.51248
0.724299 0.325393 0.507465
0.706121 0.31538 0.537653
0.706988 0.292209 0.526548
0.715277 0.293549 0.50873
0.705336 0.322281 0.49942
0.689401 0.31249 0.521128
0.691228 0.295046 0.515614
0.701087 0.294544 0.498163
