x y z
0.601273 0.194426 0.427437
0.58183 0.178659 0.434319
0.565398 0.168393 0.466234
0.558477 0.149919 0.483549
0.547694 0.130745 0.507236
0.565934 0.203318 0.508388
0.532826 0.205099 0.498556
0.539373 0.200139 0.47561
0.562255 0.195522 0.473593
0.574153 0.225709 0.503278
0.54156 0.233001 0.489657
0.546964 0.22163 0.46594
0.571767 0.214476 0.469202
0.583577 0.240429 0.492718
0.552591 0.25536 0.479342
0.557065 0.24081 0.458792
0.575406 0.230309 0.46185
0.586507 0.252572 0.470403
0.580591 0.274496 0.474565
0.576508 0.289649 0.477838
0.574737 0.3095 0.482717
