x y z
0.639998 0.238702 0.168554
0.660577 0.245512 0.186888
0.678719 0.272254 0.198099
0.699199 0.283556 0.20124
0.725501 0.293643 0.20517
0.652791 0.313721 0.192163
0.654496 0.342617 0.203789
0.660067 0.363146 0.209492
0.659687 0.385055 0.218144
0.63126 0.315355 0.186271
0.618625 0.344847 0.193098
0.613535 0.367109 0.196487
0.606429 0.391557 0.197838
0.610758 0.314815 0.17703
0.601832 0.311053 0.209282
0.610947 0.288007 0.207938
0.619032 0.286494 0.189008
0.595071 0.303789 0.171898
0.582637 0.297245 0.19532
0.588873 0.281871 0.199159
0.600817 0.276947 0.184527
