x y z
0.775211 0.144244 0.500907
0.767837 0.131436 0.520467
0.758462 0.158221 0.548174
0.746962 0.170461 0.539993
0.741394 0.1836 0.516384
0.780074 0.179974 0.569287
0.775049 0.199809 0.598326
0.771419 0.211727 0.619793
0.766997 0.223744 0.638367
0.785996 0.20138 0.558031
0.750836 0.200236 0.57005
0.747017 0.179204 0.552385
0.767861 0.17616 0.547257
0.78157 0.212023 0.540939
0.746095 0.212258 0.546176
0.746151 0.189384 0.533263
0.76389 0.187747 0.523848
0.774753 0.217932 0.521226
0.747937 0.21637 0.523335
0.744536 0.200334 0.516103
0.763068 0.198598 0.50958
