x_cam,y_cam,z_cam,x_world,y_world,z_world
-0.0,-0.0,0.0,-0.0,-0.0,0.0
-0.16463840007781982,0.08410496264696121,0.5509999990463257,-0.16463840007781982,0.08410496264696121,0.5509999990463257
-0.023318158462643623,0.13509823381900787,0.5669999718666077,-0.023318158462643623,0.13509823381900787,0.5669999718666077
1.8603758811950684,-0.620435357093811,3.11299991607666,1.8603758811950684,-0.620435357093811,3.11299991607666
0.08206050097942352,0.028251219540834427,0.656000018119812,0.08206050097942352,0.028251219540834427,0.656000018119812
0.0537281408905983,0.1420815885066986,0.5509999990463257,0.0537281408905983,0.1420815885066986,0.5509999990463257
-0.47431501746177673,-0.5340061187744141,1.7920000553131104,-0.47431501746177673,-0.5340061187744141,1.7920000553131104
0.9646663665771484,-0.7400395274162292,2.74399995803833,0.9646663665771484,-0.7400395274162292,2.74399995803833
-0.0,0.0,0.0,-0.0,0.0,0.0
-0.0,-0.0,0.0,-0.0,-0.0,0.0
-0.03804852068424225,-0.24523012340068817,0.675000011920929,-0.03804852068424225,-0.24523012340068817,0.675000011920929
-0.5915898084640503,-0.04393821209669113,0.8949999809265137,-0.5915898084640503,-0.04393821209669113,0.8949999809265137
0.06169607490301132,0.10534260421991348,0.5730000138282776,0.06169607490301132,0.10534260421991348,0.5730000138282776
0.2627596855163574,0.16020812094211578,0.6010000109672546,0.2627596855163574,0.16020812094211578,0.6010000109672546
2.155742883682251,1.3541055917739868,3.9010000228881836,2.155742883682251,1.3541055917739868,3.9010000228881836
-0.193555548787117,0.14087887108325958,0.4000000059604645,-0.193555548787117,0.14087887108325958,0.4000000059604645
-0.03400346636772156,-0.21007925271987915,0.6629999876022339,-0.03400346636772156,-0.21007925271987915,0.6629999876022339
-0.08293723315000534,0.036673687398433685,0.6290000081062317,-0.08293723315000534,0.036673687398433685,0.6290000081062317
0.21223461627960205,0.06832220405340195,0.6100000143051147,0.21223461627960205,0.06832220405340195,0.6100000143051147
0.7156902551651001,-0.3228866159915924,4.171999931335449,0.7156902551651001,-0.3228866159915924,4.171999931335449
