x y z
0.76005 -0.127493 0.274473
0.771996 -0.133429 0.296745
0.765893 -0.156714 0.325286
0.76172 -0.16107 0.350833
0.756714 -0.171138 0.38114
0.73766 -0.20269 0.316007
0.769664 -0.215128 0.320131
0.778877 -0.194302 0.311447
0.762356 -0.178223 0.307262
0.733098 -0.207573 0.292547
0.766721 -0.220412 0.290174
0.777659 -0.196125 0.286785
0.756523 -0.180952 0.286585
0.731356 -0.204068 0.272505
0.763144 -0.220474 0.26343
0.773044 -0.196916 0.264445
0.757305 -0.183193 0.268912
0.742089 -0.195133 0.251081
0.742985 -0.213187 0.236719
0.743356 -0.225912 0.226977
0.740663 -0.241048 0.213388
