x y z
0.68679 0.149581 0.400466
0.65856 0.141704 0.400697
0.630504 0.161026 0.410262
0.605701 0.161206 0.419945
0.576637 0.16083 0.431223
0.635512 0.211344 0.409244
0.613487 0.232917 0.414386
0.595878 0.25092 0.421925
0.57946 0.263936 0.426513
0.653881 0.221572 0.40106
0.642074 0.253537 0.403268
0.631071 0.276059 0.402444
0.618413 0.302282 0.403507
0.673151 0.224576 0.390881
0.673004 0.255618 0.388168
0.672546 0.279038 0.386353
0.671916 0.305615 0.384553
0.691937 0.220907 0.379582
0.697489 0.241194 0.373287
0.704776 0.256819 0.368116
0.710787 0.273979 0.35882
