x y z
0.601379 0.0129805 0.479041
0.61724 -0.000498443 0.488083
0.629315 -0.0121087 0.520708
0.610306 -0.0264462 0.528588
0.583394 -0.0359353 0.534221
0.613883 0.00997069 0.562997
0.613827 -0.023573 0.572261
0.612024 -0.0291717 0.549602
0.613228 -0.00948748 0.541112
0.589934 0.0163873 0.560934
0.585735 -0.0210676 0.568316
0.591116 -0.0256099 0.543589
0.593793 -0.00333227 0.53284
0.570187 0.0168084 0.552515
0.562592 -0.0183565 0.559425
0.573454 -0.0218459 0.536385
0.578054 -0.00445176 0.528367
0.554414 0.0138238 0.539237
0.547738 -0.0139477 0.54151
0.557238 -0.0182632 0.526374
0.564138 -0.00150337 0.5178
