x y z
0.846117 0.120871 0.504211
0.846163 0.105759 0.521141
0.867922 0.0932182 0.547868
0.869266 0.11295 0.56329
0.87164 0.14026 0.573012
0.916667 0.104929 0.548737
0.908364 0.107271 0.58245
0.886074 0.110523 0.576082
0.888199 0.108119 0.554852
0.919876 0.128352 0.540989
0.908353 0.135218 0.576976
0.884218 0.131324 0.569019
0.88553 0.127344 0.544494
0.914306 0.148356 0.535528
0.903756 0.15844 0.569129
0.881172 0.148929 0.56135
0.882325 0.143306 0.542507
0.90254 0.164893 0.530829
0.891492 0.173673 0.555766
0.875484 0.165233 0.552529
0.875665 0.157396 0.534074
