x y z
0.68226 0.229569 0.422317
0.660408 0.225439 0.403228
0.63163 0.245409 0.398219
0.606208 0.246465 0.39037
0.57649 0.247151 0.380972
0.633854 0.293592 0.413432
0.612437 0.315994 0.409371
0.59315 0.333848 0.408886
0.576859 0.347414 0.405637
0.652831 0.303044 0.421146
0.640749 0.334872 0.423795
0.631617 0.358178 0.422239
0.619846 0.384832 0.422037
0.674089 0.305866 0.42606
0.674225 0.336473 0.431907
0.673913 0.359555 0.436281
0.673311 0.385703 0.441371
0.695971 0.302564 0.428127
0.703288 0.322896 0.432011
0.711478 0.338254 0.436599
0.721164 0.356197 0.437711
