x y z
0.735471 0.218589 0.321293
0.74809 0.203596 0.338323
0.77988 0.205707 0.357788
0.803622 0.196392 0.363999
0.833009 0.188499 0.374911
0.799217 0.255166 0.371088
0.787865 0.243879 0.401744
0.770797 0.23058 0.390527
0.772673 0.231392 0.367185
0.784203 0.273825 0.366461
0.766871 0.265575 0.396999
0.752235 0.246191 0.385551
0.760057 0.247791 0.360787
0.768323 0.283727 0.358289
0.747523 0.282475 0.388749
0.737151 0.26164 0.37815
0.746069 0.258701 0.358972
0.743139 0.284344 0.353888
0.735568 0.303432 0.36444
0.730679 0.31681 0.371796
0.724997 0.3355 0.378073
