x y z
0.650281 0.245916 0.415742
0.642435 0.248126 0.436274
0.63058 0.265316 0.468273
0.632369 0.268 0.493994
0.638006 0.273904 0.521912
0.62396 0.318817 0.45833
0.588611 0.315888 0.462183
0.590512 0.292087 0.455048
0.614174 0.286999 0.449734
0.622301 0.324167 0.434716
0.586119 0.3185 0.437668
0.590492 0.293358 0.434545
0.615711 0.29119 0.432239
0.621581 0.323856 0.414116
0.587266 0.316421 0.411835
0.594811 0.291519 0.41282
0.617626 0.293372 0.413839
0.621509 0.316972 0.392912
0.595604 0.30788 0.387887
0.598619 0.290532 0.391198
0.617766 0.287523 0.394845
