x y z
0.677656 -0.0703068 0.593029
0.686816 -0.0803018 0.574831
0.700033 -0.112741 0.563967
0.679375 -0.126951 0.563406
0.653858 -0.138841 0.570721
0.709121 -0.149084 0.597293
0.695392 -0.167141 0.570902
0.685123 -0.147418 0.563584
0.693338 -0.13375 0.57796
0.691678 -0.148845 0.615033
0.672105 -0.166796 0.587291
0.667784 -0.143771 0.576701
0.677874 -0.127026 0.59209
0.673151 -0.143608 0.624536
0.651721 -0.160974 0.600429
0.652933 -0.138462 0.58807
0.663004 -0.125378 0.598812
0.654997 -0.134114 0.628317
0.636654 -0.144903 0.60913
0.638449 -0.130326 0.598071
0.649985 -0.116554 0.606974
