x y z
0.59744 0.0658112 0.729263
0.582378 0.0488429 0.729706
0.559088 0.0322212 0.752648
0.541704 0.0499286 0.756286
0.529196 0.0757688 0.760959
0.56087 0.0413556 0.801917
0.526545 0.0401498 0.796318
0.530675 0.0452082 0.773838
0.552142 0.0451974 0.774221
0.566168 0.0653386 0.805885
0.52882 0.0685116 0.797513
0.535178 0.0667567 0.772664
0.56002 0.0656068 0.771898
0.568873 0.0860911 0.801087
0.533606 0.0926878 0.79369
0.540544 0.0852634 0.770074
0.559931 0.0818289 0.769482
0.57071 0.103618 0.789977
0.544129 0.109957 0.78136
0.546984 0.102744 0.764692
0.566156 0.097115 0.763033
