x y z
0.697813 -0.0207163 0.368162
0.724454 -0.0307973 0.375064
0.736106 -0.064199 0.374318
0.753044 -0.0822219 0.384182
0.773162 -0.102892 0.396016
0.711224 -0.0968286 0.344752
0.718557 -0.126587 0.338614
0.722841 -0.1524 0.336101
0.729315 -0.172726 0.333873
0.694708 -0.0904226 0.330781
0.690286 -0.120666 0.315556
0.690274 -0.142426 0.303087
0.689388 -0.168555 0.290222
0.681209 -0.0775079 0.319162
0.669313 -0.0985229 0.299468
0.660539 -0.114669 0.284829
0.650579 -0.133166 0.268438
0.671324 -0.0596247 0.310418
0.660528 -0.0682795 0.293372
0.649833 -0.0731429 0.279735
0.641075 -0.0780168 0.261944
