x y z
0.690282 0.201649 0.35198
0.685247 0.197539 0.377115
0.692614 0.214927 0.409324
0.703439 0.215281 0.433234
0.714735 0.220089 0.463138
0.699484 0.269237 0.408798
0.668517 0.266488 0.423947
0.66425 0.245972 0.411502
0.682695 0.239206 0.398734
0.694068 0.280231 0.387708
0.659363 0.27851 0.397382
0.656473 0.253128 0.389112
0.680037 0.248228 0.379227
0.690038 0.28191 0.367759
0.653548 0.285481 0.371974
0.652813 0.260271 0.367744
0.672696 0.253519 0.36386
0.676286 0.273973 0.347713
0.6648 0.292627 0.340425
0.657061 0.305804 0.335578
0.649959 0.323157 0.327245
