x y z
0.650685 0.202979 0.150089
0.629488 0.198769 0.143162
0.595604 0.212582 0.145626
0.597522 0.233714 0.132256
0.607815 0.258657 0.121398
0.585183 0.248989 0.178488
0.566977 0.259314 0.150686
0.581335 0.246531 0.137328
0.593307 0.237601 0.152753
0.604419 0.264685 0.180101
0.588762 0.277359 0.147402
0.600222 0.257734 0.135379
0.613681 0.2459 0.152636
0.623038 0.273843 0.174583
0.610725 0.288451 0.143326
0.617871 0.265711 0.13369
0.6265 0.254846 0.147673
0.641115 0.277286 0.164816
0.633965 0.287244 0.138917
0.636399 0.270797 0.131072
0.64368 0.257933 0.144619
