x y z
0.770188 -0.0845522 0.347331
0.777226 -0.095859 0.324867
0.776878 -0.154376 0.318109
0.776929 -0.161217 0.306611
0.777019 -0.190421 0.324945
0.816709 -0.163657 0.35173
0.816195 -0.1918 0.333683
0.798804 -0.195784 0.31684
0.778563 -0.183004 0.307406
0.806925 -0.161913 0.37561
0.816239 -0.193142 0.386144
0.810928 -0.220141 0.384181
0.801736 -0.248855 0.382177
0.790238 -0.155434 0.391248
0.786836 -0.182384 0.401789
0.778241 -0.207933 0.406079
0.764978 -0.233326 0.406603
0.771364 -0.145634 0.40177
0.765281 -0.166529 0.412697
0.755193 -0.181088 0.415573
0.742553 -0.203225 0.415989
