x y z
0.658144 -0.130222 0.363137
0.640199 -0.121702 0.377504
0.636973 -0.14752 0.407438
0.654213 -0.149894 0.414231
0.680917 -0.151385 0.407471
0.62284 -0.181947 0.408459
0.613242 -0.20443 0.434235
0.604728 -0.218806 0.452588
0.59877 -0.232057 0.469849
0.639521 -0.199323 0.402152
0.645042 -0.18516 0.436077
0.649314 -0.160763 0.423604
0.642668 -0.166638 0.403823
0.659594 -0.201157 0.397823
0.671027 -0.186038 0.428265
0.669144 -0.163314 0.415222
0.667753 -0.167654 0.395595
0.68027 -0.197163 0.392672
0.689421 -0.183753 0.414177
0.688215 -0.166717 0.408764
0.684267 -0.172181 0.390229
