x y z
0.695028 0.225052 0.154038
0.673298 0.230996 0.156773
0.652744 0.260216 0.165061
0.655896 0.274793 0.144897
0.66834 0.288796 0.122647
0.673805 0.301964 0.183159
0.650027 0.315063 0.161386
0.650274 0.294685 0.149868
0.663745 0.283765 0.162529
0.695789 0.305799 0.172159
0.672599 0.318745 0.144417
0.668593 0.294278 0.13761
0.683021 0.280471 0.152449
0.711428 0.303178 0.157683
0.692312 0.316322 0.129332
0.684834 0.291815 0.12721
0.694232 0.280698 0.14048
0.722461 0.295263 0.141884
0.708239 0.302798 0.118178
0.700241 0.286301 0.116805
0.707606 0.274101 0.130909
