x y z
0.645421 0.0862197 0.492743
0.621336 0.0713715 0.490416
0.593931 0.0617428 0.508479
0.580194 0.0450859 0.518011
0.56483 0.0227353 0.526577
0.585345 0.0942773 0.544462
0.560988 0.100947 0.562772
0.544612 0.101025 0.577497
0.526733 0.107657 0.59133
0.595238 0.114166 0.54721
0.578436 0.133813 0.5674
0.566003 0.144048 0.583944
0.554719 0.156295 0.603249
0.608693 0.131977 0.54999
0.586344 0.145803 0.528933
0.596384 0.131927 0.510971
0.610572 0.120295 0.520427
0.622637 0.143723 0.542142
0.609906 0.158663 0.52315
0.612652 0.150148 0.50866
0.623932 0.1349 0.513272
