x y z
0.655237 -0.119705 0.194206
0.632104 -0.119557 0.202323
0.620867 -0.157555 0.204009
0.634178 -0.16657 0.213525
0.661316 -0.167803 0.218323
0.61229 -0.181616 0.176926
0.59645 -0.213387 0.175608
0.583422 -0.234505 0.175086
0.572997 -0.254508 0.175555
0.632297 -0.193356 0.167875
0.62201 -0.205454 0.201488
0.627502 -0.179903 0.210759
0.630062 -0.170492 0.191397
0.652495 -0.195299 0.171513
0.648826 -0.205434 0.205716
0.649177 -0.179742 0.211173
0.656244 -0.170158 0.194919
0.672777 -0.192455 0.178625
0.67079 -0.197751 0.204968
0.669519 -0.181325 0.212009
0.673984 -0.172858 0.194765
