x y z
0.6967 0.124869 0.315918
0.683329 0.129132 0.298857
0.653845 0.143725 0.279423
0.633294 0.139897 0.264092
0.60791 0.134637 0.250903
0.629948 0.182561 0.309849
0.640743 0.207941 0.287214
0.65994 0.193295 0.281052
0.659028 0.172509 0.29451
0.643977 0.190774 0.327869
0.657385 0.215307 0.30403
0.673742 0.197289 0.295735
0.668364 0.17656 0.309424
0.659059 0.194383 0.341451
0.676667 0.21721 0.32128
0.688901 0.196202 0.311953
0.679463 0.17925 0.324141
0.678431 0.193636 0.35246
0.69623 0.209301 0.337735
0.703629 0.196014 0.328264
0.696551 0.178611 0.334269
