x y z
0.752413 -0.135756 0.499739
0.770376 -0.130878 0.517837
0.772567 -0.133247 0.555034
0.77621 -0.122146 0.578539
0.780344 -0.112971 0.609259
0.741599 -0.170323 0.580789
0.772995 -0.184522 0.583735
0.779713 -0.174011 0.562797
0.763148 -0.159901 0.554106
0.730014 -0.186134 0.56627
0.760974 -0.204498 0.563975
0.771034 -0.188626 0.544795
0.751255 -0.172194 0.540823
0.722381 -0.193789 0.548945
0.749465 -0.21834 0.543877
0.759849 -0.200475 0.528811
0.746585 -0.183757 0.528076
0.726361 -0.200198 0.52451
0.72237 -0.222911 0.523433
0.719424 -0.238664 0.523033
0.712326 -0.257871 0.521717
