x y z
0.611773 0.18757 0.369139
0.628177 0.211852 0.369661
0.617818 0.245161 0.375595
0.622322 0.271076 0.371457
0.628121 0.301285 0.366375
0.574294 0.251873 0.400467
0.561779 0.278772 0.410306
0.54971 0.301513 0.415617
0.542638 0.321088 0.420795
0.562692 0.234766 0.409508
0.539106 0.253737 0.425313
0.524421 0.268842 0.438921
0.506426 0.286915 0.453011
0.557666 0.214537 0.416544
0.532819 0.221018 0.434197
0.514098 0.226298 0.447374
0.492783 0.232473 0.462123
0.55887 0.192864 0.421325
0.542539 0.19049 0.435803
0.529039 0.185785 0.44674
0.516421 0.181334 0.462167
